Acre,Land_Planting,Strate_Fertilizer,Liquid_Fertilizer,Fungicide,Insecticide,Others,Area,KG,Total_Expenses,Investment,Estimated_Yield,Revenue,Profit,Is_Profitable
1,46360,146004,12860,48304,23505,10405,mahiyanganaya,1974,287438,60000,343.3783981241172,34337.83981241172,-25662.160187588277,False
1,47938,150177,8760,47303,24644,11876,medirigiriya,1379,290698,60000,237.18773434973753,23718.77343497375,-36281.22656502625,False
1,43778,166385,11303,50991,20452,10229,monaragala,4179,303138,60000,689.2900263246441,68929.00263246441,8929.002632464413,True
1,42023,144026,9277,49668,24530,9656,morawewa,4198,279180,60000,751.8446880149007,75184.46880149007,15184.468801490075,True
1,46370,169784,14867,46159,28021,12622,nikaweratiya,2786,317823,60000,438.2942707104269,43829.427071042686,-16170.572928957314,False
1,46727,158577,9327,49304,21437,9123,girithale,1958,294495,60000,332.4334878351076,33243.34878351076,-26756.65121648924,False
1,46896,146265,9702,49641,24605,10470,kanthale,2379,287579,60000,413.62547334819305,41362.547334819305,-18637.452665180695,False
1,46733,160013,10188,48512,23511,12995,mahiyanganaya,3176,301952,60000,525.9114031369224,52591.140313692245,-7408.859686307755,False
1,48007,139367,14646,46037,25898,10553,ampara,2584,284508,60000,454.1172831695418,45411.72831695418,-14588.271683045823,False
1,48637,159766,11086,48357,24752,11547,dehiaththakandiya,2587,304145,60000,425.2905686432458,42529.05686432458,-17470.94313567542,False
1,50059,168202,9534,47946,21983,11175,mahiyanganaya,1987,308899,60000,321.62616259683585,32162.616259683586,-27837.383740316414,False
1,44507,137102,9284,50630,21851,12752,monagala,2796,276126,60000,506.2906064622672,50629.06064622672,-9370.939353773283,False
1,49470,130229,13585,49864,21504,11641,ampara,4175,276293,60000,755.5385044137927,75553.85044137927,15553.850441379269,True
1,41697,160200,11191,48531,20028,10351,ampara,4978,291998,60000,852.4030986513607,85240.30986513606,25240.309865136063,True
1,48406,159434,14135,46941,25929,10362,monaragala,2786,305207,60000,456.4115501938029,45641.15501938029,-14358.84498061971,False
1,43102,130606,12057,48159,21963,9366,ampara,1587,265253,60000,299.1483602447475,29914.83602447475,-30085.16397552525,False
1,42643,161660,8067,48951,25133,10838,kanthale,1589,297292,60000,267.2456709228637,26724.567092286372,-33275.43290771363,False
1,42122,141685,14174,50675,25704,10399,ampara,2786,284759,60000,489.18559202694206,48918.5592026942,-11081.440797305797,False
1,44708,140620,11377,47135,22053,11562,dehiaththakandiya,4176,277455,60000,752.5544682921554,75255.44682921554,15255.446829215536,True
1,44289,145755,11735,47808,27556,11942,mahiyanganaya,2378,289085,60000,411.29771520487054,41129.771520487055,-18870.228479512945,False
1,43498,165706,8043,48225,27820,10735,ampara,4786,304027,60000,787.101145621935,78710.1145621935,18710.1145621935,True
1,45404,142070,8913,46517,27198,10950,ampara,1376,281052,60000,244.79455759076612,24479.455759076613,-35520.54424092339,False
1,43097,142211,10286,48166,24322,10254,bakamuna,2787,278336,60000,500.65388595079327,50065.38859507933,-9934.611404920674,False
1,45887,142945,8180,48906,21004,12566,dehiaththakandiya,2176,279488,60000,389.2832608197848,38928.32608197848,-21071.673918021523,False
1,43383,156906,10668,47986,26482,9439,girithale,1987,294864,60000,336.93499375983504,33693.499375983505,-26306.500624016495,False
1,42579,151354,12785,46282,21398,11154,Kandakatiya,2786,285552,60000,487.82708578472574,48782.70857847257,-11217.291421527429,False
1,49130,169147,11432,49107,26027,9227,kanthale,2796,314070,60000,445.1236985385423,44512.36985385423,-15487.63014614577,False
1,48758,133154,8372,49630,20977,10668,mahiyanganaya,1578,271559,60000,290.5445962019303,29054.45962019303,-30945.54037980697,False
1,41781,130413,10350,48154,25140,11923,medirigiriya,4978,267761,60000,929.560316849728,92956.0316849728,32956.0316849728,True
1,43764,137217,10067,48769,20752,11053,monaragala,2978,271622,60000,548.1882910809876,54818.82910809876,-5181.170891901238,False
1,45801,158544,14735,46940,27691,11055,morawewa,1987,304766,60000,325.98780703884296,32598.780703884295,-27401.219296115705,False
1,42004,159942,10639,48862,23984,12833,nikaweratiya,1987,298264,60000,333.0941716063622,33309.41716063622,-26690.58283936378,False
1,42688,144633,12287,49340,20650,9705,girithale,2796,279303,60000,500.5316806478985,50053.16806478985,-9946.831935210153,False
1,44868,152263,9511,50582,22229,9030,kanthale,1979,288483,60000,343.0011473813015,34300.11473813015,-25699.88526186985,False
1,42790,157106,8640,48958,22935,12518,mahiyanganaya,2378,292947,60000,405.8754655278941,40587.54655278941,-19412.453447210588,False
1,43048,136720,8131,50027,25109,10950,ampara,1876,273985,60000,342.35450845849226,34235.45084584923,-25764.549154150773,False
1,44969,146842,14116,50208,20676,10322,dehiaththakandiya,3178,287133,60000,553.4020819620176,55340.20819620176,-4659.791803798238,False
1,42545,162537,8636,48966,27752,12198,mahiyanganaya,2587,302634,60000,427.4139719925719,42741.39719925719,-17258.60280074281,False
1,45459,135184,12873,46848,26083,11426,monagala,2376,277873,60000,427.53344153624136,42753.34415362414,-17246.655846375863,False
1,47078,151638,8236,49015,27997,12313,ampara,4176,296277,60000,704.7458965765145,70474.58965765145,10474.58965765145,True
1,50779,157867,11581,48809,25009,9132,ampara,4976,303177,60000,820.642726855929,82064.2726855929,22064.272685592907,True
1,49703,156111,11024,46679,20544,11209,monaragala,2785,295270,60000,471.6022623361669,47160.22623361669,-12839.77376638331,False
1,43442,141511,8259,49254,28921,12955,ampara,2586,284342,60000,454.7340878238178,45473.408782381775,-14526.591217618225,False
1,43383,158006,13002,49994,23352,9981,kanthale,2796,297718,60000,469.57187674242067,46957.187674242065,-13042.812325757935,False
1,46607,149390,12557,46701,25402,10634,ampara,1578,291291,60000,270.8631574610956,27086.31574610956,-32913.68425389044,False
1,49099,164614,8508,49110,27590,12170,dehiaththakandiya,2378,311091,60000,382.2032781404798,38220.32781404798,-21779.67218595202,False
1,47557,140817,11261,48947,24909,9939,mahiyanganaya,4178,283430,60000,737.0426560349998,73704.26560349998,13704.265603499982,True
1,48166,142616,13772,49999,25134,10258,ampara,2786,289945,60000,480.4359447481419,48043.594474814185,-11956.405525185815,False
1,41732,167274,8809,48699,25881,9740,ampara,3178,302135,60000,525.9238419911628,52592.384199116284,-7407.615800883716,False
1,45116,149415,9975,47013,20911,11202,bakamuna,2796,283632,60000,492.89219834151294,49289.21983415129,-10710.780165848708,False
1,45101,156343,14313,46621,21541,12186,dehiaththakandiya,2378,296105,60000,401.5467486195775,40154.67486195775,-19845.32513804225,False
1,41346,135866,14000,48298,21144,11194,girithale,3176,271848,60000,584.1499661575587,58414.99661575587,-1585.0033842441335,False
1,50108,149523,14405,47542,28833,10677,Kandakatiya,1578,301088,60000,262.0496333297906,26204.96333297906,-33795.03666702094,False
1,47612,136839,13074,50694,23441,10054,kanthale,4978,281714,60000,883.5201658419533,88352.01658419533,28352.016584195328,True
1,41280,167612,9010,50944,24588,11648,mahiyanganaya,2786,305082,60000,456.59855383142894,45659.855383142894,-14340.144616857106,False
1,50000,149170,13532,48028,26145,11051,medirigiriya,2379,297926,60000,399.26021898055217,39926.021898055216,-20073.978101944784,False
1,46427,147236,9874,46437,26646,11552,monaragala,2786,288172,60000,483.3918631928154,48339.186319281536,-11660.813680718464,False
1,42078,132537,11953,47343,23539,10335,morawewa,1586,267785,60000,296.13309184607056,29613.309184607057,-30386.690815392943,False
1,50992,154063,8733,47967,21840,12097,nikaweratiya,2786,295692,60000,471.0983049930333,47109.83049930333,-12890.16950069667,False
1,42883,156414,10585,47523,22120,12047,girithale,2378,291572,60000,407.7894996776096,40778.949967760964,-19221.050032239036,False
1,45519,157753,9171,47357,26523,9224,kanthale,3176,295547,60000,537.308786758113,53730.8786758113,-6269.121324188702,False
1,47778,153230,12313,46224,21906,12197,mahiyanganaya,2786,293648,60000,474.37748596959625,47437.748596959624,-12562.251403040376,False
1,49406,147521,13622,49865,26040,11296,ampara,2586,297750,60000,434.25692695214104,43425.69269521411,-16574.307304785892,False
1,45433,142858,9064,50585,22320,11202,dehiaththakandiya,2978,281462,60000,529.023456097093,52902.3456097093,-7097.6543902907,False
1,50731,166817,11347,48457,26892,9223,mahiyanganaya,2379,313467,60000,379.46578108700436,37946.578108700436,-22053.421891299564,False
1,42394,156430,12274,46490,21783,12220,monagala,2787,291591,60000,477.8954082944947,47789.54082944947,-12210.45917055053,False
1,50276,158021,14134,46819,25235,11144,ampara,2787,305629,60000,455.94495286769256,45594.495286769255,-14405.504713230745,False
1,42454,132164,13944,48141,20377,12224,ampara,3176,269304,60000,589.6681816831535,58966.81816831535,-1033.1818316846475,False
1,50099,137400,8409,49419,23499,10771,monaragala,4978,279597,60000,890.2098377307339,89020.98377307339,29020.983773073385,True
1,41845,154046,11305,46024,27707,11831,ampara,1978,292758,60000,337.8216820718819,33782.168207188195,-26217.831792811805,False
1,44595,160036,9635,47000,25287,12383,kanthale,2378,298936,60000,397.7439987154441,39774.39987154441,-20225.60012845559,False
1,48272,166095,14025,50047,22610,12038,ampara,1587,313087,60000,253.44393092015957,25344.39309201596,-34655.60690798404,False
1,50839,137700,12198,47954,22665,11763,dehiaththakandiya,1978,283119,60000,349.32307616232043,34932.30761623204,-25067.692383767957,False
1,48443,146711,8184,47913,28467,11276,mahiyanganaya,4978,290994,60000,855.3440964418511,85534.40964418511,25534.409644185114,True
1,42814,138209,13918,49671,25217,11993,ampara,2786,281822,60000,494.2836258347468,49428.36258347468,-10571.637416525322,False
1,44189,168298,9625,47127,23765,11006,ampara,2789,304010,60000,458.7020163810401,45870.20163810401,-14129.798361895992,False
1,44072,144236,12604,47876,26062,12330,bakamuna,1979,287180,60000,344.55742043317775,34455.742043317776,-25544.257956682224,False
2,82500,268900,16560,93600,45000,18600,nikaweratiya,2698,525160,60000,256.87409551374816,25687.409551374814,-34312.59044862518,False
2,84600,283600,20640,95000,49050,26220,ampara,9942,559110,60000,889.0915919944197,88909.15919944197,28909.159199441972,True
2,120000,306200,24900,117300,58000,24620,bakamuna,4626,651020,60000,355.28862400540686,35528.86240054069,-24471.13759945931,False
2,90000,276890,28320,92310,52600,19600,dehiaththakandiya,3586,559720,60000,320.3387407989709,32033.87407989709,-27966.12592010291,False
2,89653,316800,30000,94300,47300,22600,girithale,9200,600653,60000,765.8331848837848,76583.31848837849,16583.318488378485,True
2,95730,297860,18900,120000,41520,27000,Kandakatiya,2476,601010,60000,205.98658924144357,20598.658924144358,-39401.34107585564,False
2,93120,349300,22300,98645,48000,20500,kanthale,6712,631865,60000,531.126110798984,53112.6110798984,-6887.388920101599,False
2,106000,275400,26700,99200,46900,21500,mahiyanganaya,3436,575700,60000,298.4193156157721,29841.931561577214,-30158.068438422786,False
2,99630,325960,17230,100600,55640,17960,medirigiriya,13596,617020,60000,1101.7471070629801,110174.71070629802,50174.71070629802,True
2,100500,335870,19000,96800,51230,23480,monaragala,410,626880,60000,32.70163348647269,3270.163348647269,-56729.83665135273,False
2,114800,293200,21570,119600,42000,25000,morawewa,2030,616170,60000,164.72726682571368,16472.726682571367,-43527.27331742863,False
2,100997,300376,20730,93433,41148,27544,nikaweratiya,2298,584228,60000,196.66979329987606,19666.979329987607,-40333.020670012396,False
2,115260,349912,18807,106637,44733,21172,girithale,19570,656521,60000,1490.4321415461195,149043.21415461195,89043.21415461195,True
2,90843,273599,28312,107113,41148,18881,kanthale,4462,559896,60000,398.46685813079574,39846.68581307957,-20153.314186920426,False
2,86942,283518,18820,96913,46475,20686,mahiyanganaya,3384,553354,60000,305.77171214087184,30577.171214087182,-29422.828785912818,False
2,94834,330024,19547,94675,54681,22940,ampara,9300,616701,60000,754.0120739223707,75401.20739223708,15401.207392237076,True
2,89855,341679,25491,95888,53065,25764,dehiaththakandiya,4298,631742,60000,340.1705126459852,34017.05126459852,-25982.94873540148,False
2,116606,308191,27750,99995,51153,22520,mahiyanganaya,2390,626215,60000,190.82902836885097,19082.902836885096,-40917.0971631149,False
2,103180,319949,13848,124492,46997,22777,monagala,3432,631243,60000,271.84459867277735,27184.459867277736,-32815.540132722264,False
2,101418,304937,22287,101477,50456,17074,ampara,6026,597649,60000,504.14206331810146,50414.20633181014,-9585.793668189857,False
2,108860,266602,20734,116943,44301,21037,ampara,7772,578477,60000,671.7639595005506,67176.39595005507,7176.39595005507,True
2,122913,273601,19891,105843,43188,15889,monaragala,1920,581325,60000,165.13998193781447,16513.99819378145,-43486.001806218555,False
2,94665,299572,28428,121129,44976,20490,ampara,4626,609260,60000,379.64087581656435,37964.08758165644,-22035.912418343563,False
2,101665,282224,19712,125770,55493,17127,kanthale,6532,601991,60000,542.5330279024105,54253.30279024105,-5746.697209758953,False
2,97166,294160,17609,112298,42750,23121,ampara,6720,587104,60000,572.3006486074017,57230.064860740174,-2769.9351392598255,False
2,106913,301688,20006,102738,50098,24649,dehiaththakandiya,3868,606092,60000,319.09347095820436,31909.347095820438,-28090.652904179562,False
2,91424,334910,19171,98696,49644,24579,mahiyanganaya,4704,618424,60000,380.3215916587972,38032.15916587972,-21967.84083412028,False
2,90212,273767,18051,110444,52478,21381,ampara,9442,566333,60000,833.6084953552062,83360.84953552061,23360.84953552061,True
2,98528,272437,20604,101411,54732,22350,ampara,6590,570062,60000,578.0073044686367,57800.730446863665,-2199.269553136335,False
2,110208,375894,18095,108226,53713,24009,bakamuna,5954,690145,60000,431.35862753479336,43135.862753479334,-16864.137246520666,False
2,89896,265755,31185,100834,46022,21746,dehiaththakandiya,7884,555438,60000,709.7101746729608,70971.01746729607,10971.017467296071,True
2,88736,280350,24797,107387,43720,22887,girithale,2914,567877,60000,256.56964448287215,25656.964448287214,-34343.03555171279,False
2,112766,310044,21243,119969,45527,21901,Kandakatiya,4736,631450,60000,375.0098978541452,37500.989785414524,-22499.010214585476,False
2,95231,299977,23827,99283,42585,20732,kanthale,7588,581635,60000,652.2991223017872,65229.91223017872,5229.912230178721,True
2,96101,329676,22861,96906,46565,25782,mahiyanganaya,3950,617891,60000,319.63566389541194,31963.566389541193,-28036.433610458807,False
2,94678,309187,30885,99122,47919,26774,medirigiriya,11926,608565,60000,979.8460312374192,97984.60312374192,37984.60312374192,True
2,96813,279630,18874,95900,48570,19194,monaragala,4988,558981,60000,446.16901111129005,44616.901111129,-15383.098888870998,False
2,106723,316059,22503,89597,50763,23809,morawewa,9152,609454,60000,750.835994184959,75083.5994184959,15083.599418495898,True
2,98168,320124,23261,89406,53658,24460,nikaweratiya,7722,609077,60000,633.9099982432435,63390.99982432435,3390.9998243243535,True
2,99358,300536,18398,118139,51088,21271,girithale,4292,608790,60000,352.5025049688727,35250.25049688727,-24749.749503112733,False
2,95093,348411,22828,90823,50383,21089,kanthale,2734,628627,60000,217.45804745898602,21745.8047458986,-38254.1952541014,False
2,92491,257713,26683,90098,50209,20122,mahiyanganaya,5314,537316,60000,494.4948596356706,49449.48596356706,-10550.514036432942,False
2,93778,275729,29290,106842,50576,22102,ampara,8642,578317,60000,747.1680756401765,74716.80756401765,14716.807564017654,True
2,89716,324226,17567,122733,56700,21653,dehiaththakandiya,5386,632595,60000,425.7068108347363,42570.68108347363,-17429.31891652637,False
2,106608,267292,21922,115534,40832,21991,mahiyanganaya,7742,574179,60000,674.1800031000786,67418.00031000786,7418.000310007861,True
2,113156,311300,22578,98178,45892,24372,monagala,7378,615476,60000,599.3734930362841,59937.34930362841,-62.6506963715874,False
2,78825,279426,15058,111571,47352,21940,ampara,8712,554172,60000,786.0375479093134,78603.75479093134,18603.754790931343,True
2,90940,290611,19910,83973,49388,21325,ampara,5834,556147,60000,524.5016155800535,52450.16155800535,-7549.838441994652,False
2,89394,288271,26431,87486,50208,22675,monaragala,4306,564465,60000,381.4231174652104,38142.31174652104,-21857.688253478962,False
2,98367,273799,23417,98999,45255,20928,ampara,7708,560765,60000,687.2754184016478,68727.54184016478,8727.541840164777,True
2,101134,348700,25975,111239,57913,27723,kanthale,5846,672684,60000,434.5279507168299,43452.79507168299,-16547.204928317013,False
2,103725,264674,22034,103755,46934,25358,ampara,7512,566480,60000,663.0419432283576,66304.19432283576,6304.194322835756,True
2,119980,317072,20269,96976,48047,26747,dehiaththakandiya,3592,629091,60000,285.49128822380226,28549.128822380226,-31450.871177619774,False
2,87252,327655,22699,98794,47519,25810,mahiyanganaya,3076,609729,60000,252.24320968823855,25224.320968823857,-34775.67903117614,False
2,102289,328126,15173,109087,58721,24507,ampara,9442,637903,60000,740.0811722158384,74008.11722158383,14008.11722158383,True
2,93769,310574,28078,91350,54920,23343,ampara,6590,602034,60000,547.3112814226439,54731.12814226439,-5268.871857735612,False
2,114413,266532,19175,101392,52377,18438,bakamuna,5758,572327,60000,503.03410462899706,50303.41046289971,-9696.589537100292,False
2,108251,261952,26071,107301,45254,23229,dehiaththakandiya,4752,572058,60000,415.3425002359901,41534.25002359901,-18465.74997640099,False
2,96460,266024,16653,113664,56050,22914,girithale,9874,571765,60000,863.4666340192211,86346.66340192211,26346.66340192211,True
2,87349,301962,23250,103021,44074,24712,Kandakatiya,6258,584368,60000,535.4502642170687,53545.02642170687,-6454.973578293131,False
2,108377,300000,26277,85318,59067,20460,kanthale,7728,599499,60000,644.5381893881391,64453.818938813914,4453.818938813914,True
2,103731,302057,24443,99127,42306,19632,mahiyanganaya,3528,591296,60000,298.32774109752137,29832.774109752136,-30167.225890247864,False
2,109147,331225,19038,104655,37702,17950,medirigiriya,8796,619717,60000,709.6787727301332,70967.87727301332,10967.87727301332,True
2,118250,313801,20643,94049,48183,22399,monaragala,4914,617325,60000,398.0075324990888,39800.753249908885,-20199.246750091115,False
2,105066,321739,19032,86742,54435,19756,morawewa,2556,606770,60000,210.62346523394365,21062.346523394364,-38937.653476605636,False
2,99428,313445,26012,115172,41090,25287,nikaweratiya,6290,620434,60000,506.90323225355155,50690.323225355154,-9309.676774644846,False
2,94726,277142,25755,112748,45669,24509,girithale,9572,580549,60000,824.3920840445854,82439.20840445855,22439.20840445855,True
2,92589,252593,21200,117234,54928,23783,kanthale,4478,562327,60000,398.1669028874658,39816.690288746584,-20183.309711253416,False
2,93323,334326,19856,96022,53398,26851,mahiyanganaya,5086,623776,60000,407.6783973734161,40767.83973734161,-19232.16026265839,False
2,87233,230690,21954,104002,45779,28392,ampara,7486,518050,60000,722.5171315510086,72251.71315510085,12251.71315510085,True
2,105362,281928,23990,105743,48637,27151,dehiaththakandiya,6252,592811,60000,527.3181503042284,52731.81503042284,-7268.18496957716,False
2,115387,308669,20889,105051,59770,23166,mahiyanganaya,5894,632932,60000,465.61083971105904,46561.0839711059,-13438.916028894098,False
2,101357,315222,19551,106041,49242,18829,monagala,6298,610242,60000,516.0247901652132,51602.47901652132,-8397.52098347868,False
2,91278,329325,18712,93024,48084,23222,ampara,6970,603645,60000,577.3260774130491,57732.60774130491,-2267.3922586950866,False
2,84214,274254,26136,107676,47602,25397,ampara,7714,565279,60000,682.3179350373886,68231.79350373885,8231.793503738852,True
2,88644,342758,14991,79678,43711,18637,monaragala,6294,588419,60000,534.8229747849746,53482.29747849746,-6517.702521502542,False
2,87712,283074,28927,114273,50276,21435,ampara,9944,585697,60000,848.903101774467,84890.3101774467,24890.310177446707,True
2,89988,284642,21165,92170,47266,19934,kanthale,7432,555165,60000,669.3505534390677,66935.05534390676,6935.055343906759,True
2,96336,305186,29534,104510,45197,23764,ampara,4966,604527,60000,410.73434271752956,41073.43427175296,-18926.565728247042,False
2,101092,313541,18980,107227,53912,17933,dehiaththakandiya,3914,612685,60000,319.4137280984519,31941.37280984519,-28058.62719015481,False
2,105099,298784,23074,92271,43533,20432,mahiyanganaya,7568,583193,60000,648.8418070861618,64884.18070861618,4884.180708616179,True
2,102312,269448,26189,94598,56403,25222,ampara,9758,574172,60000,849.745372466787,84974.5372466787,24974.537246678694,True
2,96341,242563,19501,100539,49861,23551,ampara,8594,532356,60000,807.1666328547063,80716.66328547064,20716.66328547064,True
2,84496,313736,24449,87371,45429,21102,bakamuna,4958,576583,60000,429.94677262423625,42994.677262423626,-17005.322737576374,False
2,89230,331622,19074,73298,50943,16259,dehiaththakandiya,2792,580426,60000,240.51300251883964,24051.300251883964,-35948.699748116036,False
2,100624,340505,28397,120691,43273,21724,girithale,3974,655214,60000,303.25969835809366,30325.969835809366,-29674.030164190634,False
2,97217,323088,21285,84847,60672,23403,Kandakatiya,4950,610512,60000,405.3974369054171,40539.74369054171,-19460.256309458287,False
2,93094,280846,31201,88913,45360,22358,kanthale,9578,561772,60000,852.4810777326034,85248.10777326033,25248.10777326033,True
2,93395,295285,21721,96764,53043,23835,mahiyanganaya,2474,584043,60000,211.79947366889084,21179.947366889082,-38820.052633110914,False
2,89828,339658,19674,106569,46443,23952,medirigiriya,6956,626124,60000,555.4810229283656,55548.102292836564,-4451.897707163436,False
2,111725,307286,34308,119331,46519,18388,monaragala,4834,637557,60000,379.10335860166225,37910.335860166226,-22089.664139833774,False
2,97793,321084,30072,95340,56042,21417,morawewa,7894,621748,60000,634.8231116143518,63482.31116143518,3482.31116143518,True
2,98439,309416,23428,104199,48726,23387,nikaweratiya,2956,607595,60000,243.25414132769365,24325.414132769365,-35674.585867230635,False
2,101125,296142,29185,104285,43190,23541,girithale,4694,597468,60000,392.82438557378805,39282.4385573788,-20717.561442621198,False
2,109998,334956,20202,114101,54546,22908,kanthale,6294,656711,60000,479.20622617863876,47920.622617863875,-12079.377382136125,False
2,98443,331653,19079,102758,44773,24165,mahiyanganaya,5690,620871,60000,458.2272323880484,45822.723238804836,-14177.276761195164,False
2,95391,262563,27258,107278,45872,19816,ampara,6942,558178,60000,621.8446445399137,62184.46445399137,2184.4644539913716,True
2,92730,308145,21446,92655,46488,20931,dehiaththakandiya,8742,582395,60000,750.5215532413569,75052.15532413569,15052.155324135689,True
2,92070,298350,16652,103828,51306,23690,mahiyanganaya,6596,585896,60000,562.8985348935647,56289.85348935647,-3710.146510643528,False
2,105245,294914,22646,97866,47176,21558,monagala,9458,589405,60000,802.33455773195,80233.455773195,20233.455773195004,True
2,86255,302420,25116,100151,52316,20381,ampara,2594,586639,60000,221.08997185662733,22108.997185662734,-37891.00281433726,False
2,112016,319815,18819,108602,52537,25844,ampara,8352,637633,60000,654.9221887825755,65492.218878257554,5492.218878257554,True
2,87066,269496,28942,99290,49323,18482,monaragala,4370,552599,60000,395.4042624036598,39540.42624036598,-20459.57375963402,False
2,115970,324745,21310,117289,47976,22842,ampara,9872,650132,60000,759.2304332043338,75923.04332043338,15923.043320433382,True
2,100628,301128,25599,98265,41825,18714,kanthale,6592,586159,60000,562.304767136562,56230.47671365619,-3769.523286343807,False
2,87311,297512,29124,101226,52801,18605,ampara,5570,586579,60000,474.78685735425233,47478.685735425235,-12521.314264574765,False
2,117842,298033,22647,98563,42667,22594,dehiaththakandiya,3894,602346,60000,323.2361466665339,32323.61466665339,-27676.38533334661,False
2,117192,264789,27225,103409,40457,21452,mahiyanganaya,3156,574524,60000,274.6621551057919,27466.21551057919,-32533.78448942081,False
2,89144,267110,18661,93188,57131,21512,ampara,8338,546746,60000,762.5112940926865,76251.12940926864,16251.129409268644,True
2,103430,306150,20331,119407,46351,22731,ampara,8752,618400,60000,707.6326002587322,70763.26002587321,10763.260025873213,True
2,102427,311980,20293,93652,52768,20509,bakamuna,7428,601629,60000,617.3239654338471,61732.39654338471,1732.3965433847115,True
2,87194,264920,19294,93671,47759,18459,dehiaththakandiya,7948,531297,60000,747.9808845146877,74798.08845146876,14798.088451468764,True
2,100040,318355,20137,96185,49151,23969,girithale,9512,607837,60000,782.4466098641577,78244.66098641577,18244.660986415765,True
2,106746,328604,23088,119053,42535,22879,Kandakatiya,5570,642905,60000,433.18997363529604,43318.997363529605,-16681.002636470395,False
2,99576,333947,28823,92357,53177,22296,kanthale,9972,630176,60000,791.207535672574,79120.7535672574,19120.7535672574,True
2,92187,330216,23871,111824,55208,24638,mahiyanganaya,4738,637944,60000,371.3492093349887,37134.92093349887,-22865.07906650113,False
2,85797,304177,16509,116886,42987,19555,medirigiriya,6356,585911,60000,542.4031977552904,54240.319775529046,-5759.680224470954,False
2,104716,265316,28928,92041,46437,21422,monaragala,4834,558860,60000,432.4875639695093,43248.756396950936,-16751.243603049064,False
2,84594,288190,19957,119256,43673,24113,morawewa,2470,579783,60000,213.01072987652276,21301.072987652275,-38698.927012347725,False
2,96262,282813,29370,110701,44632,25701,nikaweratiya,6290,589479,60000,533.5219744893371,53352.197448933715,-6647.802551066285,False
2,97521,313161,24332,112959,49535,21470,girithale,8652,618978,60000,698.8939833079689,69889.39833079689,9889.398330796888,True
2,82755,310170,19072,117569,55266,20016,kanthale,5894,604848,60000,487.2298494828453,48722.98494828453,-11277.015051715469,False
2,108002,266470,24532,108067,49497,22133,mahiyanganaya,7536,578701,60000,651.113442002001,65111.344200200096,5111.344200200096,True
2,115870,302000,27502,107891,40091,19895,ampara,5738,613249,60000,467.83606658959087,46783.606658959085,-13216.393341040915,False
2,82609,314531,28769,117748,47355,25845,dehiaththakandiya,2994,616857,60000,242.6818533306747,24268.18533306747,-35731.81466693253,False
2,99889,260315,19876,105765,51697,20636,mahiyanganaya,6348,558178,60000,568.635811515323,56863.5811515323,-3136.4188484676997,False
2,96144,300668,27452,104410,41930,23062,monagala,5972,593666,60000,502.97642108525673,50297.64210852567,-9702.357891474327,False
2,100395,304225,21391,109746,55487,25947,ampara,9570,617191,60000,775.2867426777124,77528.67426777123,17528.674267771232,True
2,113886,279376,20064,92859,45278,20499,ampara,9792,571962,60000,856.0009231382505,85600.09231382505,25600.09231382505,True
2,104835,288538,26621,105658,51903,22021,monaragala,7432,599576,60000,619.7713050555726,61977.13050555726,1977.1305055572593,True
2,97331,265040,19372,94174,55335,21193,ampara,3194,552445,60000,289.07855080596255,28907.855080596255,-31092.144919403745,False
2,118029,284118,20659,110989,54013,24341,kanthale,7974,612149,60000,651.3120171722898,65131.20171722898,5131.201717228978,True
2,94127,326026,23422,94407,57862,18448,ampara,5492,614292,60000,447.0186816693038,44701.868166930384,-15298.131833069616,False
2,83902,300418,27156,115738,41590,23455,dehiaththakandiya,4748,592259,60000,400.83814682427794,40083.814682427794,-19916.185317572206,False
2,95111,315340,21362,102355,43540,21730,mahiyanganaya,2552,599438,60000,212.86605120129187,21286.60512012919,-38713.394879870815,False
2,119638,289717,24281,112503,42112,21541,ampara,7752,609792,60000,635.6265743073048,63562.65743073048,3562.6574307304836,True
2,118665,282644,20833,107788,56385,19885,ampara,8654,606200,60000,713.7908281095348,71379.08281095348,11379.082810953478,True
2,90743,337613,23429,110790,46705,23513,bakamuna,7428,632793,60000,586.9217895899607,58692.17895899607,-1307.821041003932,False
2,93508,327681,26970,100649,46744,25462,dehiaththakandiya,9570,621014,60000,770.5140302795106,77051.40302795106,17051.403027951063,True
2,109985,330169,27827,100223,46414,25092,girithale,5592,639710,60000,437.0730487252036,43707.30487252036,-16292.695127479637,False
2,108170,323562,25424,110816,51680,24270,Kandakatiya,6338,643922,60000,492.14035240293083,49214.03524029308,-10785.96475970692,False
2,84009,278187,16918,99901,48611,18351,kanthale,2470,545977,60000,226.20000476210535,22620.000476210535,-37379.99952378946,False
2,91257,282971,20789,104679,55393,25656,mahiyanganaya,4874,580745,60000,419.63340192339155,41963.34019233916,-18036.659807660842,False
2,114864,265022,29242,107259,45959,23882,medirigiriya,8770,586228,60000,748.0024836752935,74800.24836752935,14800.248367529348,True
2,99940,333231,25336,101726,40008,22553,monaragala,4828,622794,60000,387.6081015552494,38760.81015552494,-21239.189844475062,False
2,92050,314876,26760,113464,53535,24667,morawewa,8758,625352,60000,700.2456216658777,70024.56216658777,10024.56216658777,True
2,106510,266441,16401,111557,47322,23957,nikaweratiya,6290,572188,60000,549.6445224296909,54964.45224296909,-5035.5477570309085,False
2,101121,331782,20901,97781,42403,24654,girithale,7952,618642,60000,642.6980386071427,64269.80386071427,4269.8038607142735,True
